date,tournament,surface,Round,winner,winner_rank_at_match,loser,loser_rank_at_match,score,source_player
16-Feb-2026,Rio de Janeiro,Clay,R16,Thiago Agustin Tirante,92.0,Francisco Cerundolo,19,6-2 3-1 RET,Francisco Cerundolo
16-Feb-2026,Rio de Janeiro,Clay,R32,Francisco Cerundolo,19,Mariano Navone,74.0,6-3 6-4,Francisco Cerundolo
9-Feb-2026,Buenos Aires,Clay,F,Francisco Cerundolo,19,Luciano Darderi,22.0,6-4 6-2,Francisco Cerundolo
9-Feb-2026,Buenos Aires,Clay,SF,Francisco Cerundolo,19,Tomas Martin Etcheverry,54.0,6-3 7-5,Francisco Cerundolo
9-Feb-2026,Buenos Aires,Clay,QF,Francisco Cerundolo,19,Vit Kopriva,95.0,6-4 6-3,Francisco Cerundolo
9-Feb-2026,Buenos Aires,Clay,R16,Francisco Cerundolo,19,Hugo Dellien,167.0,6-0 7-6(6),Francisco Cerundolo
19-Jan-2026,Australian Open,Hard,R16,Alexander Zverev,3.0,Francisco Cerundolo,21,6-2 6-4 6-4,Francisco Cerundolo
19-Jan-2026,Australian Open,Hard,R32,Francisco Cerundolo,21,Andrey Rublev,15.0,6-3 7-6(4) 6-3,Francisco Cerundolo
19-Jan-2026,Australian Open,Hard,R64,Francisco Cerundolo,21,Damir Dzumhur,66.0,6-3 6-2 6-1,Francisco Cerundolo
19-Jan-2026,Australian Open,Hard,R128,Francisco Cerundolo,21,Zhizhen Zhang,368.0,6-3 7-6(0) 6-3,Francisco Cerundolo
12-Jan-2026,Adelaide,Hard,R16,Jaume Munar,38.0,Francisco Cerundolo,20,3-6 7-5 6-4,Francisco Cerundolo
20-Nov-2025,Davis Cup Finals QF: ARG vs GER,Hard,RR,Alexander Zverev,3.0,Francisco Cerundolo,21,6-4 7-6(3),Francisco Cerundolo
27-Oct-2025,Paris Masters,Hard,R16,Jannik Sinner,2.0,Francisco Cerundolo,21,7-5 6-1,Francisco Cerundolo
27-Oct-2025,Paris Masters,Hard,R32,Francisco Cerundolo,21,Miomir Kecmanovic,53.0,7-5 1-6 7-6(4),Francisco Cerundolo
27-Oct-2025,Paris Masters,Hard,R64,Francisco Cerundolo,21,Damir Dzumhur,63.0,6-3 6-3,Francisco Cerundolo
20-Oct-2025,Vienna,Hard,R16,Alexander Bublik,16.0,Francisco Cerundolo,21,6-4 6-2,Francisco Cerundolo
20-Oct-2025,Vienna,Hard,R32,Francisco Cerundolo,21,Alex Michelsen,34.0,6-3 6-1,Francisco Cerundolo
1-Oct-2025,Shanghai Masters,Hard,R32,Zizou Bergs,44.0,Francisco Cerundolo,21,7-6(1) 6-3,Francisco Cerundolo
1-Oct-2025,Shanghai Masters,Hard,R64,Francisco Cerundolo,21,Adrian Mannarino,60.0,7-6(3) 7-6(4),Francisco Cerundolo
25-Sep-2025,Beijing,Hard,R32,Learner Tien,52.0,Francisco Cerundolo,21,4-6 6-3 6-4,Francisco Cerundolo
19-Sep-2025,Laver Cup,Hard,RR,Francisco Cerundolo,21,Holger Rune,11.0,6-3 7-6(5),Francisco Cerundolo
19-Sep-2025,Laver Cup,Hard,RR,Carlos Alcaraz,1.0,Francisco Cerundolo,21,6-2 6-1,Francisco Cerundolo
12-Sep-2025,Davis Cup QLS R2: NED vs ARG,Hard,RR,Francisco Cerundolo,21,Botic Van De Zandschulp,82.0,7-6(4) 6-1,Francisco Cerundolo
25-Aug-2025,US Open,Hard,R64,Leandro Riedi,435.0,Francisco Cerundolo,19,3-6 4-6 6-4 6-4 6-2,Francisco Cerundolo
25-Aug-2025,US Open,Hard,R128,Francisco Cerundolo,19,Matteo Arnaldi,64.0,3-6 2-6 7-5 6-4 6-3,Francisco Cerundolo
27-Jul-2025,Canada Masters,Hard,R16,Alexander Zverev,3.0,Francisco Cerundolo,24,6-4 1-0 RET,Francisco Cerundolo
27-Jul-2025,Canada Masters,Hard,R32,Francisco Cerundolo,24,Tomas Martin Etcheverry,60.0,6-3 6-4,Francisco Cerundolo
27-Jul-2025,Canada Masters,Hard,R64,Francisco Cerundolo,24,Jaume Munar,51.0,7-6(4) 4-6 6-4,Francisco Cerundolo
20-Jul-2025,Umag,Clay,R16,Carlos Taberner,111.0,Francisco Cerundolo,19,6-7(2) 6-4 7-5,Francisco Cerundolo
14-Jul-2025,Bastad,Clay,SF,Luciano Darderi,55.0,Francisco Cerundolo,20,6-2 3-6 7-6(3),Francisco Cerundolo
14-Jul-2025,Bastad,Clay,QF,Francisco Cerundolo,20,Damir Dzumhur,70.0,6-0 3-6 6-3,Francisco Cerundolo
14-Jul-2025,Bastad,Clay,R16,Francisco Cerundolo,20,Mariano Navone,75.0,6-3 6-3,Francisco Cerundolo
30-Jun-2025,Wimbledon,Grass,R128,Nuno Borges,37.0,Francisco Cerundolo,19,4-6 6-3 7-6(5) 6-0,Francisco Cerundolo
16-Jun-2025,Halle,Grass,R32,Alex Michelsen,33.0,Francisco Cerundolo,18,2-6 7-5 6-4,Francisco Cerundolo
26-May-2025,Roland Garros,Clay,R128,Gabriel Diallo,54.0,Francisco Cerundolo,18,7-5 6-3 6-4,Francisco Cerundolo
18-May-2025,Hamburg,Clay,R16,Jiri Lehecka,37.0,Francisco Cerundolo,18,7-5 6-2,Francisco Cerundolo
18-May-2025,Hamburg,Clay,R32,Francisco Cerundolo,18,Pedro Martinez,48.0,6-2 6-3,Francisco Cerundolo
7-May-2025,Rome Masters,Clay,R16,Jannik Sinner,1.0,Francisco Cerundolo,18,7-6(2) 6-3,Francisco Cerundolo
7-May-2025,Rome Masters,Clay,R32,Francisco Cerundolo,18,Sebastian Ofner,143.0,6-2 6-4,Francisco Cerundolo
7-May-2025,Rome Masters,Clay,R64,Francisco Cerundolo,18,Nicolas Jarry,53.0,7-6(4) 6-3,Francisco Cerundolo
23-Apr-2025,Madrid Masters,Clay,SF,Casper Ruud,15.0,Francisco Cerundolo,21,6-4 7-5,Francisco Cerundolo
23-Apr-2025,Madrid Masters,Clay,QF,Francisco Cerundolo,21,Jakub Mensik,23.0,3-6 7-6(5) 6-2,Francisco Cerundolo
23-Apr-2025,Madrid Masters,Clay,R16,Francisco Cerundolo,21,Alexander Zverev,2.0,7-5 6-3,Francisco Cerundolo
23-Apr-2025,Madrid Masters,Clay,R32,Francisco Cerundolo,21,Francisco Comesana,70.0,6-4 6-4,Francisco Cerundolo
23-Apr-2025,Madrid Masters,Clay,R64,Francisco Cerundolo,21,Harold Mayot,160.0,6-3 6-4,Francisco Cerundolo
14-Apr-2025,Munich,Clay,SF,Ben Shelton,15.0,Francisco Cerundolo,22,2-6 7-6(7) 6-4,Francisco Cerundolo
14-Apr-2025,Munich,Clay,QF,Francisco Cerundolo,22,David Goffin,52.0,6-2 6-4,Francisco Cerundolo
14-Apr-2025,Munich,Clay,R16,Francisco Cerundolo,22,Alexander Shevchenko,104.0,6-3 6-2,Francisco Cerundolo
14-Apr-2025,Munich,Clay,R32,Francisco Cerundolo,22,Jan Lennard Struff,51.0,6-0 6-2,Francisco Cerundolo
30-Mar-2026,Houston,Clay,SF,Tommy Paul,21.0,Frances Tiafoe,18,7-5 4-6 7-6(7),Frances Tiafoe
30-Mar-2026,Houston,Clay,QF,Frances Tiafoe,18,Alexei Popyrin,45.0,3-6 6-4 7-6(6),Frances Tiafoe
30-Mar-2026,Houston,Clay,R16,Frances Tiafoe,18,Rinky Hijikata,102.0,6-4 3-6 6-2,Frances Tiafoe
18-Mar-2026,Miami Masters,Hard,QF,Jannik Sinner,2.0,Frances Tiafoe,20,6-2 6-2,Frances Tiafoe
18-Mar-2026,Miami Masters,Hard,R16,Frances Tiafoe,20,Terence Atmane,53.0,6-4 1-6 6-4,Frances Tiafoe
18-Mar-2026,Miami Masters,Hard,R32,Frances Tiafoe,20,Jakub Mensik,13.0,7-6(4) 4-6 7-6(11),Frances Tiafoe
18-Mar-2026,Miami Masters,Hard,R64,Frances Tiafoe,20,Arthur Cazaux,73.0,7-6(1) 6-1,Frances Tiafoe
4-Mar-2026,Indian Wells Masters,Hard,R16,Alexander Zverev,4.0,Frances Tiafoe,22,6-3 6-4,Frances Tiafoe
4-Mar-2026,Indian Wells Masters,Hard,R32,Frances Tiafoe,22,Flavio Cobolli,15.0,6-1 6-2,Frances Tiafoe
4-Mar-2026,Indian Wells Masters,Hard,R64,Frances Tiafoe,22,Jenson Brooksby,41.0,6-4 6-2,Frances Tiafoe
23-Feb-2026,Acapulco,Hard,F,Flavio Cobolli,20.0,Frances Tiafoe,28,7-6(4) 6-4,Frances Tiafoe
23-Feb-2026,Acapulco,Hard,SF,Frances Tiafoe,28,Brandon Nakashima,29.0,3-6 7-6(6) 6-4,Frances Tiafoe
23-Feb-2026,Acapulco,Hard,QF,Frances Tiafoe,28,Mattia Bellucci,110.0,6-3 6-4,Frances Tiafoe
23-Feb-2026,Acapulco,Hard,R16,Frances Tiafoe,28,Aleksandar Kovacevic,75.0,6-4 3-6 7-6(7),Frances Tiafoe
23-Feb-2026,Acapulco,Hard,R32,Frances Tiafoe,28,Nuno Borges,48.0,6-4 6-4,Frances Tiafoe
16-Feb-2026,Delray Beach,Hard,QF,Learner Tien,23.0,Frances Tiafoe,28,7-6(5) 3-6 7-5,Frances Tiafoe
16-Feb-2026,Delray Beach,Hard,R16,Frances Tiafoe,28,Zachary Svajda,106.0,6-4 3-6 7-5,Frances Tiafoe
16-Feb-2026,Delray Beach,Hard,R32,Frances Tiafoe,28,Rinky Hijikata,113.0,6-4 6-4,Frances Tiafoe
9-Feb-2026,Dallas,Hard,R16,Sebastian Korda,53.0,Frances Tiafoe,30,7-5 6-1,Frances Tiafoe
9-Feb-2026,Dallas,Hard,R32,Frances Tiafoe,30,Terence Atmane,64.0,4-6 6-2 6-2,Frances Tiafoe
19-Jan-2026,Australian Open,Hard,R32,Alex De Minaur,6.0,Frances Tiafoe,34,6-3 6-4 7-5,Frances Tiafoe
19-Jan-2026,Australian Open,Hard,R64,Frances Tiafoe,34,Francisco Comesana,68.0,6-4 6-3 4-6 6-2,Frances Tiafoe
19-Jan-2026,Australian Open,Hard,R128,Frances Tiafoe,34,Jason Kubler,194.0,7-6(4) 6-3 6-2,Frances Tiafoe
4-Jan-2026,Brisbane,Hard,R16,Daniil Medvedev,13.0,Frances Tiafoe,30,6-3 6-2,Frances Tiafoe
4-Jan-2026,Brisbane,Hard,R32,Frances Tiafoe,30,Aleksandar Vukic,87.0,6-2 6-2,Frances Tiafoe
1-Oct-2025,Shanghai Masters,Hard,R64,Yannick Hanfmann,150.0,Frances Tiafoe,28,6-7(9) 6-2 6-1,Frances Tiafoe
24-Sep-2025,Tokyo,Hard,R32,Marton Fucsovics,58.0,Frances Tiafoe,29,3-6 6-1 7-5,Frances Tiafoe
12-Sep-2025,Davis Cup QLS R2: USA vs CZE,Hard,RR,Jiri Lehecka,16.0,Frances Tiafoe,29,6-3 6-2,Frances Tiafoe
12-Sep-2025,Davis Cup QLS R2: USA vs CZE,Hard,RR,Jakub Mensik,17.0,Frances Tiafoe,29,6-1 6-4,Frances Tiafoe
25-Aug-2025,US Open,Hard,R32,Jan Lennard Struff,144.0,Frances Tiafoe,17,6-4 6-3 7-6(7),Frances Tiafoe
25-Aug-2025,US Open,Hard,R64,Frances Tiafoe,17,Martin Damm,431.0,6-4 7-5 6-7(8) 7-5,Frances Tiafoe
25-Aug-2025,US Open,Hard,R128,Frances Tiafoe,17,Yoshihito Nishioka,149.0,6-3 7-6(6) 6-3,Frances Tiafoe
7-Aug-2025,Cincinnati Masters,Hard,R16,Holger Rune,9.0,Frances Tiafoe,14,6-4 3-1 RET,Frances Tiafoe
7-Aug-2025,Cincinnati Masters,Hard,R32,Frances Tiafoe,14,Ugo Humbert,25.0,6-4 6-4,Frances Tiafoe
7-Aug-2025,Cincinnati Masters,Hard,R64,Frances Tiafoe,14,Roberto Carballes Baena,87.0,6-4 6-3,Frances Tiafoe
27-Jul-2025,Canada Masters,Hard,R16,Alex De Minaur,8.0,Frances Tiafoe,12,6-2 4-6 6-4,Frances Tiafoe
27-Jul-2025,Canada Masters,Hard,R32,Frances Tiafoe,12,Aleksandar Vukic,99.0,6-3 4-6 6-3,Frances Tiafoe
27-Jul-2025,Canada Masters,Hard,R64,Frances Tiafoe,12,Yosuke Watanuki,158.0,1-6 7-5 7-6(5),Frances Tiafoe
21-Jul-2025,Washington,Hard,QF,Ben Shelton,8.0,Frances Tiafoe,11,7-6(2) 6-4,Frances Tiafoe
21-Jul-2025,Washington,Hard,R16,Frances Tiafoe,11,Flavio Cobolli,18.0,6-1 6-4,Frances Tiafoe
21-Jul-2025,Washington,Hard,R32,Frances Tiafoe,11,Aleksandar Kovacevic,66.0,7-5 3-6 6-3,Frances Tiafoe
30-Jun-2025,Wimbledon,Grass,R64,Cameron Norrie,61.0,Frances Tiafoe,12,4-6 6-4 6-3 7-5,Frances Tiafoe
30-Jun-2025,Wimbledon,Grass,R128,Frances Tiafoe,12,Elmer Moller,117.0,6-3 6-4 6-2,Frances Tiafoe
16-Jun-2025,Queen's Club,Grass,R32,Daniel Evans,199.0,Frances Tiafoe,13,7-5 6-2,Frances Tiafoe
26-May-2025,Roland Garros,Clay,QF,Lorenzo Musetti,7.0,Frances Tiafoe,16,6-2 4-6 7-5 6-2,Frances Tiafoe
26-May-2025,Roland Garros,Clay,R16,Frances Tiafoe,16,Daniel Altmaier,66.0,6-3 6-4 7-6(4),Frances Tiafoe
26-May-2025,Roland Garros,Clay,R32,Frances Tiafoe,16,Sebastian Korda,23.0,7-6(6) 6-3 6-4,Frances Tiafoe
26-May-2025,Roland Garros,Clay,R64,Frances Tiafoe,16,Pablo Carreno Busta,99.0,6-4 6-3 6-1,Frances Tiafoe
26-May-2025,Roland Garros,Clay,R128,Frances Tiafoe,16,Roman Safiullin,72.0,6-4 7-5 6-4,Frances Tiafoe
18-May-2025,Hamburg,Clay,R16,Roberto Bautista Agut,57.0,Frances Tiafoe,15,6-2 6-3,Frances Tiafoe
18-May-2025,Hamburg,Clay,R32,Frances Tiafoe,15,Bu Yunchaokete,70.0,7-5 6-2,Frances Tiafoe
7-May-2025,Rome Masters,Clay,R64,Sebastian Ofner,143.0,Frances Tiafoe,16,6-2 6-7(2) 6-3,Frances Tiafoe
23-Apr-2025,Madrid Masters,Clay,R16,Matteo Arnaldi,44.0,Frances Tiafoe,17,6-3 7-5,Frances Tiafoe
23-Apr-2025,Madrid Masters,Clay,R32,Frances Tiafoe,17,Alexandre Muller,39.0,6-3 6-3,Frances Tiafoe
23-Apr-2025,Madrid Masters,Clay,R64,Frances Tiafoe,17,Luciano Darderi,46.0,7-5 3-1 RET,Frances Tiafoe
14-Apr-2025,Barcelona,Clay,R32,Jaume Munar,57.0,Frances Tiafoe,18,2-6 7-5 6-1,Frances Tiafoe
